"name","lat","lon","radius_m","supermarkets","aeon_drugstores","HHI_pre","HHI_post","dHHI","share_aeon","share_tsuruha","party_share","exceeds_safeharbor","tier"
"ウォンツ 西原店",34.4454085,132.4689584,3000,26,1,564,838,274,18.1,7.6,25.7,FALSE,"セーフハーバー内"
"ウォンツ 口田店",34.464876499999995,132.5026735,3000,15,0,477,626,149,9.7,7.7,17.4,FALSE,"セーフハーバー内"
"ウォンツ 高陽落合店",34.472807599999996,132.5128061,3000,12,0,576,790,214,11.6,9.2,20.8,FALSE,"セーフハーバー内"
"ウォンツ 高陽矢口店",34.464198100000004,132.49590630000003,3000,17,0,447,605,159,8.5,9.3,17.8,FALSE,"セーフハーバー内"
"ウォンツ フジ古市店",34.452821799999995,132.4672755,3000,27,1,524,830,305,16.7,9.2,25.8,FALSE,"セーフハーバー内"
"ウォンツ 八木城南店",34.4760832,132.4898368,3000,21,0,385,510,125,7.2,8.6,15.9,FALSE,"セーフハーバー内"
"ウォンツ アクロスプラザ高陽店",34.4815937,132.52929749999998,3000,8,0,778,949,171,16.9,5.1,21.9,FALSE,"セーフハーバー内"
"ウォンツ 口田薬局",34.4649029,132.5026624,3000,15,0,477,626,149,9.7,7.7,17.4,FALSE,"セーフハーバー内"
"ウォンツ 福田薬局",34.4548887,132.54574209999998,3000,5,0,1139,1139,0,0,8.6,8.6,FALSE,"セーフハーバー内"
"ウォンツ 高屋薬局",34.449464,132.7846389,3000,6,0,681,761,79,10,4,13.9,FALSE,"セーフハーバー内"
"ウォンツ 福山野上店",34.4747048,133.3670362,3000,22,0,235,247,12,3.1,1.9,5,FALSE,"セーフハーバー内"
"ウォンツ 福山野上薬局",34.4747048,133.3670362,3000,22,0,235,247,12,3.1,1.9,5,FALSE,"セーフハーバー内"
"ウォンツ 福山御船店",34.4882697,133.36949339999998,3000,24,1,226,239,12,3.5,1.8,5.3,FALSE,"セーフハーバー内"
"ウォンツ 福山伊勢丘店",34.503021499999996,133.4224341,3000,20,0,287,287,0,0,1.5,1.5,FALSE,"セーフハーバー内"
"ウォンツ 亀山店",34.5244243,132.4995772,3000,13,1,436,521,85,10.8,3.9,14.7,FALSE,"セーフハーバー内"
"ウォンツ 可部店",34.5217209,132.5133208,3000,13,1,415,513,98,10.4,4.7,15.1,FALSE,"セーフハーバー内"
"ウォンツ薬局 安佐市民病院店",34.5169637,132.4962468,3000,13,1,436,501,65,10.9,3,13.9,FALSE,"セーフハーバー内"
"ウォンツ 三入店",34.5374397,132.5246304,3000,14,0,437,516,79,9.9,4,13.9,FALSE,"セーフハーバー内"
"ウォンツ フジ三入店",34.5407577,132.5268475,3000,13,0,560,644,84,11.8,3.6,15.4,FALSE,"セーフハーバー内"
"ウォンツ 白木店",34.5522516,132.6630352,3000,1,0,2425,2425,0,0,8.9,8.9,FALSE,"セーフハーバー内"
"ウォンツ 御調店",34.512475699999996,133.14402769999998,3000,2,0,1584,1584,0,0,5.2,5.2,FALSE,"セーフハーバー内"
"ウォンツ 福山駅家店",34.544408,133.3289666,3000,17,0,357,436,79,8.1,4.9,13,FALSE,"セーフハーバー内"
"ウォンツ ハピアス駅家店",34.5374407,133.33230799999998,3000,18,0,325,392,67,7.5,4.5,12,FALSE,"セーフハーバー内"
"くすりのレデイ 神辺店",34.546161999999995,133.357011,3000,22,0,270,324,54,6.2,4.4,10.6,FALSE,"セーフハーバー内"
"ウォンツ アクロスプラザ神辺店",34.5476429,133.3818789,3000,12,0,506,559,53,11.5,2.3,13.8,FALSE,"セーフハーバー内"
"ウォンツ 福山幕山店",34.5135594,133.43439519999998,3000,10,0,524,524,0,0,2.8,2.8,FALSE,"セーフハーバー内"
"ウォンツ 飯室店",34.559501499999996,132.44832340000002,3000,3,0,1581,1581,0,0,4.4,4.4,FALSE,"セーフハーバー内"
"ウォンツ 世羅店",34.5853597,133.0384655,3000,7,0,843,888,45,10.6,2.1,12.8,FALSE,"セーフハーバー内"
"ウォンツ 府中店",34.5659001,133.2494644,3000,18,0,305,305,0,0,1.6,1.6,FALSE,"セーフハーバー内"
"ウォンツ 府中高木店",34.5640984,133.2438467,3000,18,0,315,315,0,0,1.6,1.6,FALSE,"セーフハーバー内"
"ウォンツ 福山加茂店",34.5570786,133.3457716,3000,22,0,278,326,49,6.4,3.8,10.2,FALSE,"セーフハーバー内"
"ウォンツ 福山駅家薬局",34.544446,133.328982,3000,17,0,357,436,79,8.1,4.9,13,FALSE,"セーフハーバー内"
"ウォンツ 福山加茂薬局",34.5572531,133.34565700000002,3000,22,0,278,326,49,6.4,3.8,10.2,FALSE,"セーフハーバー内"
"ウェルネス 益田中吉田店",34.6878849,131.84116029999998,3000,27,3,271,296,25,7.4,1.7,9.1,FALSE,"セーフハーバー内"
"ウェルネス 益田高津店",34.6898407,131.82218319999998,3000,22,3,330,366,36,8.8,2,10.9,FALSE,"セーフハーバー内"
"ウェルネス薬局 益田日赤病院前店",34.682665799999995,131.8421597,3000,22,3,313,347,34,8.6,2,10.6,FALSE,"セーフハーバー内"
"ウォンツ 千代田店",34.6759984,132.5391467,3000,6,0,981,981,0,0,4.9,4.9,FALSE,"セーフハーバー内"
"ウォンツ 千代田薬局",34.675976399999996,132.5391425,3000,6,0,981,981,0,0,4.9,4.9,FALSE,"セーフハーバー内"
"ウォンツ 吉田店",34.6655516,132.7054483,3000,3,0,1215,1215,0,0,3.7,3.7,FALSE,"セーフハーバー内"
"ウォンツ 上下店",34.7042717,133.1086384,3000,5,0,1251,1251,0,0,3.1,3.1,FALSE,"セーフハーバー内"
"ウォンツ 三次十日市店",34.8026164,132.85262,3000,14,0,337,337,0,0,6.2,6.2,FALSE,"セーフハーバー内"
"ウォンツ フレスポ三次プラザ店",34.8032379,132.8506371,3000,13,0,356,356,0,0,6.6,6.6,FALSE,"セーフハーバー内"
"ウォンツ フレスポ三次プラザ薬局",34.8032379,132.8506371,3000,13,0,356,356,0,0,6.6,6.6,FALSE,"セーフハーバー内"
"ウォンツ 三次東店",34.8054949,132.8757223,3000,15,0,330,330,0,0,6,6,FALSE,"セーフハーバー内"
"ウォンツ 三次店",34.8050047,132.871296,3000,15,0,322,322,0,0,5.9,5.9,FALSE,"セーフハーバー内"
"ウォンツ 三次東薬局",34.8054948,132.8757041,3000,15,0,330,330,0,0,6,6,FALSE,"セーフハーバー内"
"ウォンツ 三次薬局",34.8049879,132.8712833,3000,15,0,322,322,0,0,5.9,5.9,FALSE,"セーフハーバー内"
"ウォンツ 庄原板橋店",34.8487486,133.01662059999998,3000,6,0,835,835,0,0,4.5,4.5,FALSE,"セーフハーバー内"
"ウォンツ 庄原店",34.8569646,133.00847729999998,3000,6,0,780,780,0,0,4.3,4.3,FALSE,"セーフハーバー内"
"ウェルネス 浜田西店",34.865696299999996,132.02672379999998,3000,4,0,1195,1195,0,0,3.2,3.2,FALSE,"セーフハーバー内"
"ウェルネス 片庭店",34.8986794,132.07269879999998,3000,21,2,296,301,4,1.5,1.5,2.9,FALSE,"セーフハーバー内"
"ウェルネス 浜田医療センター前店",34.9035448,132.0861007,3000,19,2,322,327,5,1.6,1.6,3.2,FALSE,"セーフハーバー内"
"ウォンツ 東城店",34.8939406,133.2760677,3000,4,0,1133,1133,0,0,3.2,3.2,FALSE,"セーフハーバー内"
"ウェルネス 江津店",35.0015821,132.2011914,3000,7,0,715,715,0,0,3.8,3.8,FALSE,"セーフハーバー内"
"ウェルネス 嘉久志店",35.0070694,132.2126219,3000,6,0,784,784,0,0,4.3,4.3,FALSE,"セーフハーバー内"
"ウェルネス 川本店",34.9637983,132.4726719,3000,2,1,2833,2939,106,7.3,7.3,14.5,FALSE,"セーフハーバー内"
"ウェルネス 大田中央店",35.1969706,132.5009577,3000,7,0,606,722,116,8.5,6.8,15.3,FALSE,"セーフハーバー内"
"ウェルネス 大田店",35.1986317,132.4904949,3000,10,0,513,585,72,6.7,5.4,12.1,FALSE,"セーフハーバー内"
"ウェルネス 大田薬局",35.1986649,132.4905841,3000,10,0,513,585,72,6.7,5.4,12.1,FALSE,"セーフハーバー内"
"ウェルネス薬局 大田中央店",35.1969706,132.5009577,3000,7,0,606,722,116,8.5,6.8,15.3,FALSE,"セーフハーバー内"
"ウェルネス 掛合店",35.2023432,132.814857,3000,3,0,2462,2462,0,0,5.6,5.6,FALSE,"セーフハーバー内"
"ウェルネス 横田店",35.1774139,133.0876905,3000,15,0,600,600,0,0,1.3,1.3,FALSE,"セーフハーバー内"
"ウェルネス 三刀屋中央店",35.2962189,132.88521230000003,3000,10,1,617,626,9,1.5,3,4.6,FALSE,"セーフハーバー内"
"ウェルネス 三刀屋店",35.30141,132.8918837,3000,13,1,515,521,6,1.2,2.5,3.7,FALSE,"セーフハーバー内"
"ウェルネス 神門店",35.3391625,132.7117437,3000,5,0,664,664,0,0,4.2,4.2,FALSE,"セーフハーバー内"
"ウェルネス 下古志店",35.3410368,132.73680819999998,3000,16,2,385,509,124,9.6,6.4,16.1,FALSE,"セーフハーバー内"
"ウェルネス 上塩冶店",35.3546694,132.76159579999998,3000,18,2,415,589,175,12.2,7.2,19.4,FALSE,"セーフハーバー内"
"ウェルネス薬局 医大北店",35.355686999999996,132.7582514,3000,19,2,397,559,162,11.7,6.9,18.7,FALSE,"セーフハーバー内"
"ウェルネス 大東店",35.32215,132.96246879999998,3000,6,0,1008,1008,0,0,5,5,FALSE,"セーフハーバー内"
"ウェルネス 大東薬局",35.32214,132.9624901,3000,6,0,1008,1008,0,0,5,5,FALSE,"セーフハーバー内"
"ウェルネス 出雲大社店",35.3876608,132.69501990000003,3000,11,0,619,619,0,0,2.9,2.9,FALSE,"セーフハーバー内"
"ウェルネス 出雲大社薬局",35.387636799999996,132.6948823,3000,11,0,619,619,0,0,2.9,2.9,FALSE,"セーフハーバー内"
"ウェルネス 出雲駅南店",35.358614599999996,132.7575439,3000,20,2,382,534,152,11.4,6.7,18,FALSE,"セーフハーバー内"
"ウェルネス 出雲駅北店",35.3607709,132.753573,3000,21,2,361,509,149,10.7,6.9,17.7,FALSE,"セーフハーバー内"
"ウェルネス 白枝店",35.366162599999996,132.7336656,3000,22,2,352,483,132,10.6,6.2,16.8,FALSE,"セーフハーバー内"
"ウェルネス 北本町店",35.36895,132.763612,3000,20,2,447,638,190,14.5,6.6,21.1,FALSE,"セーフハーバー内"
"ウェルネス 塩冶店",35.358408,132.746052,3000,20,2,359,500,142,11,6.5,17.4,FALSE,"セーフハーバー内"
"ウェルネス 出雲ドーム北店",35.3850963,132.7412103,3000,13,0,645,892,247,16.3,7.6,23.8,FALSE,"セーフハーバー内"
"ウェルネス 大塚店",35.3787583,132.7509369,3000,19,0,483,694,211,14.5,7.3,21.8,FALSE,"セーフハーバー内"
"ウェルネス 斐川店",35.3865215,132.8082121,3000,3,0,888,888,0,0,5.9,5.9,FALSE,"セーフハーバー内"
"ウェルネス 出雲中野店",35.3806064,132.7688499,3000,15,0,519,720,201,13.7,7.3,21.1,FALSE,"セーフハーバー内"
"ウェルネス 斐川薬局",35.3865336,132.80821749999998,3000,3,0,888,888,0,0,5.9,5.9,FALSE,"セーフハーバー内"
"ウェルネス 平田西店",35.4284916,132.8128788,3000,9,0,569,569,0,0,3,3,FALSE,"セーフハーバー内"
"ウェルネス 平田中ノ島店",35.4407196,132.8249655,3000,10,0,528,528,0,0,2.8,2.8,FALSE,"セーフハーバー内"
"ウェルネス宍道昭和店",35.4096682,132.9074133,3000,2,0,1829,1829,0,0,11.1,11.1,FALSE,"セーフハーバー内"
"ウェルネス 宍道店",35.4048762,132.9000447,3000,2,0,1829,1829,0,0,11.1,11.1,FALSE,"セーフハーバー内"
"ウェルネス 玉湯店",35.433628999999996,133.0131793,3000,5,0,1244,1244,0,0,3.1,3.1,FALSE,"セーフハーバー内"
"ウェルネス 乃白店",35.4358255,133.04954,3000,12,0,428,516,88,5.2,8.4,13.6,FALSE,"セーフハーバー内"
"ウェルネス 乃白薬局",35.435838,133.0495604,3000,12,0,428,516,88,5.2,8.4,13.6,FALSE,"セーフハーバー内"
"ウェルネス薬局 メディカルモール田和山店",35.4305732,133.05016369999998,3000,12,0,425,486,61,5.5,5.5,11,FALSE,"セーフハーバー内"
"ウェルネス 乃白南店",35.435007399999996,133.05310649999998,3000,13,0,410,501,91,4.8,9.5,14.3,FALSE,"セーフハーバー内"
"ウェルネス 橋南店",35.4565365,133.06716340000003,3000,13,0,396,489,94,4.4,10.6,15,FALSE,"セーフハーバー内"
"ウェルネス 東津田店",35.4574017,133.0841623,3000,12,0,467,577,109,5.2,10.4,15.7,FALSE,"セーフハーバー内"
"ウェルネス 上乃木店",35.4467131,133.06139969999998,3000,15,0,374,459,85,3.9,10.9,14.8,FALSE,"セーフハーバー内"
"ウェルネス 古志原店",35.4504495,133.0837991,3000,13,0,405,498,93,4.6,10.1,14.7,FALSE,"セーフハーバー内"
"ウェルネス 大庭店",35.4354294,133.0846829,3000,16,0,371,448,77,4,9.6,13.6,FALSE,"セーフハーバー内"
"ウェルネス 古志原5丁目店",35.44369040000001,133.0802002,3000,15,0,386,474,89,4,11.1,15.1,FALSE,"セーフハーバー内"
"ウェルネス 古志原５丁目店",35.4438161,133.079411,3000,15,0,364,445,81,3.9,10.3,14.2,FALSE,"セーフハーバー内"
"ウェルネス東津田店",35.4574363,133.0841864,3000,12,0,467,577,109,5.2,10.4,15.7,FALSE,"セーフハーバー内"
"ウェルネス 馬潟店",35.4442896,133.11325109999999,3000,8,0,558,558,0,0,11.1,11.1,FALSE,"セーフハーバー内"
"ウェルネス薬局 メディカルモール大庭店",35.4311144,133.0865193,3000,14,0,445,445,0,0,9.7,9.7,FALSE,"セーフハーバー内"
"ウェルネス 大庭薬局",35.4354221,133.0846837,3000,16,0,371,448,77,4,9.6,13.6,FALSE,"セーフハーバー内"
"ウェルネス イオン米子駅前店",35.422720999999996,133.332936,3000,15,0,343,395,52,4.3,6,10.4,FALSE,"セーフハーバー内"
"くすりのレデイ 愛南店",32.9594902,132.5717365,3000,15,0,471,483,12,5.4,1.1,6.5,FALSE,"セーフハーバー内"
"くすりのレデイ 宿毛店",32.928822,132.70772499999998,3000,12,0,555,590,35,6.6,2.6,9.3,FALSE,"セーフハーバー内"
"くすりのレデイ 宿毛長田店",32.935894999999995,132.719199,3000,14,0,501,529,27,5.8,2.3,8.2,FALSE,"セーフハーバー内"
"くすりのレデイ 中村店",32.989008,132.93861400000003,3000,19,0,316,350,33,7.5,2.2,9.7,FALSE,"セーフハーバー内"
"ツルハドラッグ 四万十店",32.9798036,132.9217691,3000,19,0,324,358,34,7.6,2.3,9.8,FALSE,"セーフハーバー内"
"くすりのレデイ 四万十店",32.98005,132.92036299999998,3000,18,0,339,377,38,7.9,2.4,10.3,FALSE,"セーフハーバー内"
"くすりのレデイ 寄松店",33.204022,132.55487399999998,3000,18,0,894,1015,121,26.6,2.3,28.9,FALSE,"セーフハーバー内"
"くすりのレデイ宇和島新町店",33.2220382,132.5670591,3000,19,0,647,767,120,21.2,2.8,24.1,FALSE,"セーフハーバー内"
"くすりのレデイ 宇和島中央店",33.221863899999995,132.56006349999998,3000,19,0,647,767,120,21.2,2.8,24.1,FALSE,"セーフハーバー内"
"くすりのレデイ グラン北宇和島店",33.237269999999995,132.568285,3000,14,0,805,940,135,23.7,2.8,26.5,FALSE,"セーフハーバー内"
"くすりのレデイ 鬼北店",33.251222999999996,132.681718,3000,2,0,1504,1992,488,24.7,9.9,34.6,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 広見店",33.256372999999996,132.672427,3000,2,0,1504,1992,488,24.7,9.9,34.6,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 吉田店",33.279388000000004,132.538432,3000,4,1,1901,2101,200,24.5,4.1,28.6,FALSE,"セーフハーバー内"
"くすりのレデイ 宇和インター店",33.358362,132.523538,3000,6,0,793,931,139,10.8,6.5,17.2,FALSE,"セーフハーバー内"
"レデイ薬局 宇和インター店",33.358362,132.523538,3000,6,0,793,931,139,10.8,6.5,17.2,FALSE,"セーフハーバー内"
"ツルハドラッグ 中土佐久礼店",33.3348508,133.22422889999999,3000,5,0,1484,1599,115,16.9,3.4,20.3,FALSE,"セーフハーバー内"
"くすりのレデイ れんげ店",33.384235,132.501868,3000,5,0,711,853,142,10.9,6.5,17.4,FALSE,"セーフハーバー内"
"レデイ薬局 れんげ店",33.384235,132.501868,3000,5,0,711,853,142,10.9,6.5,17.4,FALSE,"セーフハーバー内"
"くすりのレデイ 宇和店",33.361001,132.515454,3000,8,0,625,754,129,8,8,16.1,FALSE,"セーフハーバー内"
"ツルハドラッグ 須崎西店",33.3886815,133.2792065,3000,14,0,454,475,21,10.3,1,11.4,FALSE,"セーフハーバー内"
"くすりのレデイ 松柏店",33.46095,132.440616,3000,12,0,426,471,44,10.5,2.1,12.6,FALSE,"セーフハーバー内"
"くすりのレデイ 北浜店",33.462157,132.420709,3000,15,0,356,387,31,8.8,1.8,10.5,FALSE,"セーフハーバー内"
"くすりのレデイ 西大洲店",33.504301,132.527698,3000,7,0,575,575,0,0,5,5,FALSE,"セーフハーバー内"
"ツルハドラッグ 佐川中央店",33.5015236,133.2958768,3000,7,0,786,869,82,10.2,4.1,14.2,FALSE,"セーフハーバー内"
"ツルハドラッグ 高岡東店",33.494715299999996,133.4378415,3000,14,0,423,435,11,5.3,1.1,6.4,FALSE,"セーフハーバー内"
"ツルハドラッグ 高知長浜店",33.4963652,133.5453533,3000,7,0,653,687,34,9.2,1.8,11.1,FALSE,"セーフハーバー内"
"くすりのレデイ 大洲店",33.517247999999995,132.548827,3000,12,0,379,422,43,5.2,4.1,9.3,FALSE,"セーフハーバー内"
"くすりのレデイ 東大洲店",33.5279125,132.5641745,3000,15,0,363,389,26,4.7,2.8,7.5,FALSE,"セーフハーバー内"
"レデイ薬局 とみす店",33.5164973,132.5559413,3000,13,0,371,410,39,5,4,8.9,FALSE,"セーフハーバー内"
"くすりのレデイ 内子店",33.548656,132.651152,3000,7,0,763,803,40,10.1,2,12.1,FALSE,"セーフハーバー内"
"ツルハドラッグ 佐川店",33.51124,133.276061,3000,8,0,752,821,70,9.3,3.7,13.1,FALSE,"セーフハーバー内"
"ツルハドラッグ 日高店",33.5339923,133.3686526,3000,2,0,2644,2644,0,0,7,7,FALSE,"セーフハーバー内"
"ツルハドラッグ いの店",33.550745,133.44244,3000,7,1,631,638,6,1.8,1.8,3.6,FALSE,"セーフハーバー内"
"ツルハドラッグ 高知西店",33.542110099999995,133.49957799999999,3000,22,0,247,263,15,6.2,1.2,7.4,FALSE,"セーフハーバー内"
"ツルハドラッグ 朝倉店",33.5438158,133.4858625,3000,22,0,268,284,17,6.5,1.3,7.7,FALSE,"セーフハーバー内"
"ツルハドラッグ 桟橋店",33.5514484,133.5459415,3000,20,0,281,339,58,9.3,3.1,12.4,FALSE,"セーフハーバー内"
"くすりのレデイ 葛島店",33.5582701,133.56549350000003,3000,24,0,319,385,66,11.5,2.9,14.4,FALSE,"セーフハーバー内"
"ツルハドラッグ 高知和泉店",33.5708615,133.53897849999998,3000,23,0,307,371,64,11.3,2.8,14.2,FALSE,"セーフハーバー内"
"ツルハドラッグ 高知比島店",33.5697949,133.5494132,3000,21,0,359,440,80,12.7,3.2,15.8,FALSE,"セーフハーバー内"
"くすりのレデイ 高知駅前店",33.56808,133.544823,3000,23,0,316,383,67,11.5,2.9,14.4,FALSE,"セーフハーバー内"
"ツルハドラッグ 南国中央店",33.5750926,133.6402937,3000,10,0,482,517,35,6.6,2.6,9.3,FALSE,"セーフハーバー内"
"ツルハドラッグ 南国岡豊店",33.5977076,133.6136238,3000,0,0,851,851,0,0,9.8,9.8,FALSE,"セーフハーバー内"
"ツルハドラッグ 南国店",33.5672013,133.6481958,3000,8,0,535,583,48,7.7,3.1,10.8,FALSE,"セーフハーバー内"
"くすりのレデイ 土佐山田店",33.602720999999995,133.686661,3000,9,0,525,546,21,7.3,1.5,8.7,FALSE,"セーフハーバー内"
"くすりのレデイ 野市店",33.560952,133.696634,3000,5,0,1049,1127,78,14,2.8,16.8,FALSE,"セーフハーバー内"
"レデイいよ米湊調剤薬局",33.7491079,132.70259199999998,3000,13,0,425,450,24,5.5,2.2,7.7,FALSE,"セーフハーバー内"
"くすりのレデイ 砥部宮内店",33.754954,132.78971099999998,3000,11,0,681,705,24,7.8,1.6,9.3,FALSE,"セーフハーバー内"
"くすりのレデイ フジ伊予店",33.756582699999996,132.7039969,3000,14,0,409,431,22,5.2,2.1,7.3,FALSE,"セーフハーバー内"
"くすりのレデイ 松前筒井店",33.78949,132.70598999999999,3000,14,3,706,863,158,21.3,3.7,25,FALSE,"セーフハーバー内"
"くすりのレデイ 松前店",33.79102290000001,132.7174066,3000,14,3,744,911,167,21.9,3.8,25.7,FALSE,"セーフハーバー内"
"くすりのレデイ 椿店",33.808411,132.766598,3000,20,1,1288,1578,290,33.3,4.3,37.7,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 砥部店",33.785047999999996,132.785712,3000,13,1,467,515,48,11.5,2.1,13.6,FALSE,"セーフハーバー内"
"レデイ薬局森松店",33.795727,132.79601,3000,19,0,572,810,238,18.2,6.5,24.7,FALSE,"セーフハーバー内"
"レデイ薬局 椿店",33.808411,132.766598,3000,20,1,1288,1578,290,33.3,4.3,37.7,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 鷹子店",33.809062,132.81367000000003,3000,21,1,557,818,261,17.6,7.4,25,FALSE,"セーフハーバー内"
"くすりのレデイ グラン重信店",33.796032,132.83551,3000,13,1,612,789,177,16.8,5.3,22.1,FALSE,"セーフハーバー内"
"レデイ薬局 鷹子店",33.809062,132.81367000000003,3000,21,1,557,818,261,17.6,7.4,25,FALSE,"セーフハーバー内"
"レデイ薬局 グラン重信店",33.796126,132.835455,3000,13,1,612,789,177,16.8,5.3,22.1,FALSE,"セーフハーバー内"
"くすりのレデイ 志津川店",33.798015,132.87533,3000,11,1,482,539,56,12.4,2.3,14.7,FALSE,"セーフハーバー内"
"くすりのレデイ 見奈良店",33.791581799999996,132.8798682,3000,12,1,626,705,79,17.7,2.2,19.9,FALSE,"セーフハーバー内"
"くすりのレデイ 垣生店",33.809208,132.70318799999998,3000,16,3,663,803,140,20.1,3.5,23.6,FALSE,"セーフハーバー内"
"レデイ薬局 垣生店",33.809208,132.70318799999998,3000,16,3,663,803,140,20.1,3.5,23.6,FALSE,"セーフハーバー内"
"くすりのレデイ 藤原店",33.833025,132.759784,3000,27,0,1180,1684,504,32,7.9,39.9,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 宮西店",33.845227,132.755271,3000,21,0,1338,1925,588,34.3,8.6,42.9,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 美沢店",33.850574,132.7478117,3000,20,0,1251,1871,620,32.6,9.5,42.1,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 竹原店",33.835041,132.75300099999998,3000,20,0,1487,2024,537,36.6,7.3,44,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 新空港通り店",33.837568,132.73975199999998,3000,18,0,1017,1399,382,29.3,6.5,35.8,FALSE,"セーフハーバー内"
"くすりのレデイ 味酒店",33.8509437,132.7543042,3000,19,0,1567,2305,738,37.2,9.9,47.1,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 道後緑台店",33.852595,132.78004099999998,3000,20,2,854,1340,486,25.3,9.6,34.9,FALSE,"セーフハーバー内"
"くすりのレデイ 道後樋又店",33.853014,132.77236299999998,3000,22,2,863,1321,458,25.9,8.8,34.8,FALSE,"セーフハーバー内"
"くすりのレデイ 束本店",33.836192000000004,132.78737500000003,3000,22,1,680,1020,340,21.7,7.8,29.5,FALSE,"セーフハーバー内"
"くすりのレデイ平和通り店",33.8473562,132.7639321,3000,24,0,1054,1535,481,29.7,8.1,37.8,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 桑原店",33.832282,132.792415,3000,21,1,494,741,247,16.4,7.5,23.9,FALSE,"セーフハーバー内"
"くすりのレデイ 久米店",33.8096203,132.8063822,3000,20,1,606,875,269,18.7,7.2,25.9,FALSE,"セーフハーバー内"
"くすりのレデイ 平井店",33.811561999999995,132.822236,3000,17,1,596,880,283,17.2,8.2,25.5,FALSE,"セーフハーバー内"
"くすりのレデイ 道後石手店",33.843807,132.798054,3000,14,2,493,696,204,14.7,6.9,21.6,FALSE,"セーフハーバー内"
"くすりのレデイ 松末店",33.82700500000001,132.789561,3000,27,1,524,800,275,18.2,7.6,25.8,FALSE,"セーフハーバー内"
"くすりのレデイ 南久米店",33.812309,132.7956184,3000,25,1,566,847,281,18.3,7.7,26,FALSE,"セーフハーバー内"
"くすりのレデイ 久米駅前店",33.817226,132.804235,3000,20,1,612,906,294,18.6,7.9,26.5,FALSE,"セーフハーバー内"
"レデイ薬局南久米店",33.8123224,132.7956184,3000,25,1,566,847,281,18.3,7.7,26,FALSE,"セーフハーバー内"
"くすりのレデイ 問屋町店",33.8632509,132.7513459,3000,15,0,1382,2014,632,33.9,9.3,43.2,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 別府店",33.84827,132.722412,3000,15,0,690,943,252,21.2,5.9,27.2,FALSE,"セーフハーバー内"
"くすりのレデイ 北斎院店",33.840477,132.728008,3000,17,0,709,1006,296,22.2,6.7,28.9,FALSE,"セーフハーバー内"
"くすりのレデイ 松江店",33.856578,132.715168,3000,12,0,922,1099,176,24.2,3.6,27.9,FALSE,"セーフハーバー内"
"くすりのレデイ 姫原店",33.867188999999996,132.758521,3000,14,1,1669,2432,763,37.7,10.1,47.8,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"レデイ薬局 日赤前店",33.847649700000005,132.7734602,3000,24,1,1040,1562,522,29.3,8.9,38.2,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"レデイ薬局 道後樋又店",33.853014,132.77236299999998,3000,22,2,863,1321,458,25.9,8.8,34.8,FALSE,"セーフハーバー内"
"くすりのレデイ 松山店",33.844924,132.753133,3000,22,0,1261,1844,583,33.1,8.8,41.9,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 丹原店",33.9058288,133.0597649,3000,9,0,1224,1409,185,27.6,3.3,31,FALSE,"セーフハーバー内"
"くすりのレデイ氷見店",33.896636799999996,133.1258475,3000,7,0,947,998,52,11.4,2.3,13.6,FALSE,"セーフハーバー内"
"ウォンツ 平生店",33.9401224,132.06828959999999,3000,7,1,924,1001,78,20.7,1.9,22.5,FALSE,"セーフハーバー内"
"ウォンツ 周防大島店",33.94693,132.20762539999998,3000,3,0,1787,1787,0,0,4.7,4.7,FALSE,"セーフハーバー内"
"くすりのレデイ 和気店",33.897043,132.736839,3000,9,0,1184,1367,183,26.2,3.5,29.7,FALSE,"セーフハーバー内"
"レデイ薬局 和気店",33.897043,132.736839,3000,9,0,1184,1367,183,26.2,3.5,29.7,FALSE,"セーフハーバー内"
"くすりのレデイ 夏目店",33.9453582,132.7750351,3000,6,1,862,987,125,14.5,4.3,18.8,FALSE,"セーフハーバー内"
"くすりのレデイ 東予店",33.932843,133.091941,3000,12,0,913,1028,114,24.8,2.3,27.1,FALSE,"セーフハーバー内"
"くすりのレデイ 東予インター店",33.920750999999996,133.07782899999998,3000,16,0,617,717,100,18.9,2.6,21.5,FALSE,"セーフハーバー内"
"くすりのレデイ神拝店",33.9159047,133.1767441,3000,12,0,364,401,37,9.6,1.9,11.6,FALSE,"セーフハーバー内"
