"name","lat","lon","radius_m","supermarkets","aeon_drugstores","HHI_pre","HHI_post","dHHI","share_aeon","share_tsuruha","party_share","exceeds_safeharbor","tier"
"ウォンツ 沼田伴薬局",34.4636701,132.4119601,2000,3,0,987,987,0,0,16.9,16.9,FALSE,"セーフハーバー内"
"くすりのレデイ 上安店",34.4738565,132.4487368,2000,10,0,756,1103,347,13.9,12.5,26.4,FALSE,"セーフハーバー内"
"ウォンツ 長楽寺店",34.4731711,132.4305341,2000,6,0,751,951,200,10,10,20,FALSE,"セーフハーバー内"
"ウォンツ 安古市店",34.4690279,132.4592249,2000,11,0,656,917,261,12.8,10.2,23,FALSE,"セーフハーバー内"
"ウォンツ 大町西店",34.466786,132.46077599999998,2000,11,0,635,886,252,12.5,10,22.6,FALSE,"セーフハーバー内"
"くすりのレデイ 長楽寺店",34.470844,132.431952,2000,6,0,739,961,222,9.6,11.5,21.2,FALSE,"セーフハーバー内"
"ウォンツ 伴東店",34.4651187,132.42012309999998,2000,7,0,726,940,214,8.7,12.2,21,FALSE,"セーフハーバー内"
"くすりのレデイ 毘沙門店",34.476547,132.46147,2000,6,0,803,1048,245,10.1,12.1,22.2,FALSE,"セーフハーバー内"
"ウォンツ薬局 相田店",34.4701423,132.4570627,2000,11,0,672,915,244,13.2,9.2,22.4,FALSE,"セーフハーバー内"
"レデイ薬局 長楽寺店",34.470844,132.431952,2000,6,0,739,961,222,9.6,11.5,21.2,FALSE,"セーフハーバー内"
"ウォンツ 八木店",34.4819507,132.4968209,2000,6,0,1047,1404,357,11.3,15.8,27.1,FALSE,"セーフハーバー内"
"ウォンツ 緑井店",34.4688547,132.46849170000002,2000,13,0,565,780,215,10.9,9.8,20.8,FALSE,"セーフハーバー内"
"ウォンツ 東原店",34.4432678,132.48236509999998,2000,15,1,810,1116,306,21.4,7.1,28.6,FALSE,"セーフハーバー内"
"ウォンツ 西原６丁目店",34.4405256,132.46881639999998,2000,16,1,930,1306,376,24.7,7.6,32.3,FALSE,"セーフハーバー内"
"くすりのレデイ 川内店",34.471779,132.48769400000003,2000,10,0,653,812,159,7,11.3,18.3,FALSE,"セーフハーバー内"
"ウォンツ 西原店",34.4454085,132.4689584,2000,17,1,905,1301,396,23.9,8.3,32.2,FALSE,"セーフハーバー内"
"ウォンツ 口田店",34.464876499999995,132.5026735,2000,9,0,722,900,178,8,11.2,19.1,FALSE,"セーフハーバー内"
"ウォンツ 高陽落合店",34.472807599999996,132.5128061,2000,10,0,825,1114,288,15.5,9.3,24.8,FALSE,"セーフハーバー内"
"ウォンツ 高陽矢口店",34.464198100000004,132.49590630000003,2000,10,0,654,800,146,7.2,10.1,17.3,FALSE,"セーフハーバー内"
"ウォンツ フジ古市店",34.452821799999995,132.4672755,2000,17,1,742,1070,327,19.5,8.4,27.9,FALSE,"セーフハーバー内"
"ウォンツ 八木城南店",34.4760832,132.4898368,2000,8,0,750,931,181,8.7,10.4,19.1,FALSE,"セーフハーバー内"
"ウォンツ アクロスプラザ高陽店",34.4815937,132.52929749999998,2000,4,0,1311,1549,238,17.2,6.9,24.1,FALSE,"セーフハーバー内"
"ウォンツ 口田薬局",34.4649029,132.5026624,2000,9,0,702,874,172,7.8,11,18.8,FALSE,"セーフハーバー内"
"ウォンツ 福田薬局",34.4548887,132.54574209999998,2000,2,0,2061,2061,0,0,11.9,11.9,FALSE,"セーフハーバー内"
"ウォンツ 高屋薬局",34.449464,132.7846389,2000,5,0,793,902,109,11.7,4.7,16.4,FALSE,"セーフハーバー内"
"ウォンツ 福山野上店",34.4747048,133.3670362,2000,11,0,454,454,0,0,3.7,3.7,FALSE,"セーフハーバー内"
"ウォンツ 福山野上薬局",34.4747048,133.3670362,2000,11,0,454,454,0,0,3.7,3.7,FALSE,"セーフハーバー内"
"ウォンツ 福山御船店",34.4882697,133.36949339999998,2000,15,0,338,362,25,4.5,2.7,7.2,FALSE,"セーフハーバー内"
"ウォンツ 福山伊勢丘店",34.503021499999996,133.4224341,2000,13,0,440,440,0,0,2.2,2.2,FALSE,"セーフハーバー内"
"ウォンツ 亀山店",34.5244243,132.4995772,2000,11,0,465,509,45,6.1,3.7,9.8,FALSE,"セーフハーバー内"
"ウォンツ 可部店",34.5217209,132.5133208,2000,12,1,424,468,43,6.6,3.3,9.9,FALSE,"セーフハーバー内"
"ウォンツ薬局 安佐市民病院店",34.5169637,132.4962468,2000,11,1,488,542,55,7.4,3.7,11.1,FALSE,"セーフハーバー内"
"ウォンツ 三入店",34.5374397,132.5246304,2000,4,0,1423,1769,346,29.4,5.9,35.3,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"ウォンツ フジ三入店",34.5407577,132.5268475,2000,3,0,1114,1365,251,17.7,7.1,24.8,FALSE,"セーフハーバー内"
"ウォンツ 白木店",34.5522516,132.6630352,2000,1,0,2425,2425,0,0,8.9,8.9,FALSE,"セーフハーバー内"
"ウォンツ 御調店",34.512475699999996,133.14402769999998,2000,2,0,1865,1865,0,0,5.7,5.7,FALSE,"セーフハーバー内"
"ウォンツ 福山駅家店",34.544408,133.3289666,2000,12,0,441,441,0,0,3.4,3.4,FALSE,"セーフハーバー内"
"ウォンツ ハピアス駅家店",34.5374407,133.33230799999998,2000,10,0,488,488,0,0,3.9,3.9,FALSE,"セーフハーバー内"
"くすりのレデイ 神辺店",34.546161999999995,133.357011,2000,12,0,517,597,80,11.6,3.5,15,FALSE,"セーフハーバー内"
"ウォンツ アクロスプラザ神辺店",34.5476429,133.3818789,2000,9,0,647,674,26,8.1,1.6,9.7,FALSE,"セーフハーバー内"
"ウォンツ 福山幕山店",34.5135594,133.43439519999998,2000,5,0,1031,1031,0,0,5.5,5.5,FALSE,"セーフハーバー内"
"ウォンツ 飯室店",34.559501499999996,132.44832340000002,2000,3,0,1820,1820,0,0,4.8,4.8,FALSE,"セーフハーバー内"
"ウォンツ 世羅店",34.5853597,133.0384655,2000,7,0,938,989,51,11.3,2.3,13.6,FALSE,"セーフハーバー内"
"ウォンツ 府中店",34.5659001,133.2494644,2000,13,0,436,436,0,0,2.2,2.2,FALSE,"セーフハーバー内"
"ウォンツ 府中高木店",34.5640984,133.2438467,2000,15,0,386,386,0,0,2,2,FALSE,"セーフハーバー内"
"ウォンツ 福山加茂店",34.5570786,133.3457716,2000,13,0,504,579,75,11.2,3.4,14.5,FALSE,"セーフハーバー内"
"ウォンツ 福山駅家薬局",34.544446,133.328982,2000,12,0,441,441,0,0,3.4,3.4,FALSE,"セーフハーバー内"
"ウォンツ 福山加茂薬局",34.5572531,133.34565700000002,2000,13,0,504,579,75,11.2,3.4,14.5,FALSE,"セーフハーバー内"
"ウェルネス 益田中吉田店",34.6878849,131.84116029999998,2000,16,3,443,505,62,11.6,2.7,14.3,FALSE,"セーフハーバー内"
"ウェルネス 益田高津店",34.6898407,131.82218319999998,2000,10,0,501,501,0,0,4,4,FALSE,"セーフハーバー内"
"ウェルネス薬局 益田日赤病院前店",34.682665799999995,131.8421597,2000,17,3,419,475,56,11,2.5,13.6,FALSE,"セーフハーバー内"
"ウォンツ 千代田店",34.6759984,132.5391467,2000,6,0,981,981,0,0,4.9,4.9,FALSE,"セーフハーバー内"
"ウォンツ 千代田薬局",34.675976399999996,132.5391425,2000,6,0,981,981,0,0,4.9,4.9,FALSE,"セーフハーバー内"
"ウォンツ 吉田店",34.6655516,132.7054483,2000,3,0,1296,1296,0,0,3.9,3.9,FALSE,"セーフハーバー内"
"ウォンツ 上下店",34.7042717,133.1086384,2000,4,0,1617,1617,0,0,3.9,3.9,FALSE,"セーフハーバー内"
"ウォンツ 三次十日市店",34.8026164,132.85262,2000,13,0,391,391,0,0,5.1,5.1,FALSE,"セーフハーバー内"
"ウォンツ フレスポ三次プラザ店",34.8032379,132.8506371,2000,13,0,397,397,0,0,5.1,5.1,FALSE,"セーフハーバー内"
"ウォンツ フレスポ三次プラザ薬局",34.8032379,132.8506371,2000,13,0,397,397,0,0,5.1,5.1,FALSE,"セーフハーバー内"
"ウォンツ 三次東店",34.8054949,132.8757223,2000,7,0,668,668,0,0,7.2,7.2,FALSE,"セーフハーバー内"
"ウォンツ 三次店",34.8050047,132.871296,2000,10,0,491,491,0,0,8.7,8.7,FALSE,"セーフハーバー内"
"ウォンツ 三次東薬局",34.8054948,132.8757041,2000,7,0,668,668,0,0,7.2,7.2,FALSE,"セーフハーバー内"
"ウォンツ 三次薬局",34.8049879,132.8712833,2000,10,0,491,491,0,0,8.7,8.7,FALSE,"セーフハーバー内"
"ウォンツ 庄原板橋店",34.8487486,133.01662059999998,2000,6,0,861,861,0,0,4.6,4.6,FALSE,"セーフハーバー内"
"ウォンツ 庄原店",34.8569646,133.00847729999998,2000,6,0,861,861,0,0,4.6,4.6,FALSE,"セーフハーバー内"
"ウェルネス 浜田西店",34.865696299999996,132.02672379999998,2000,4,0,1323,1323,0,0,3.4,3.4,FALSE,"セーフハーバー内"
"ウェルネス 片庭店",34.8986794,132.07269879999998,2000,18,2,366,372,6,1.8,1.8,3.5,FALSE,"セーフハーバー内"
"ウェルネス 浜田医療センター前店",34.9035448,132.0861007,2000,17,2,352,358,6,1.8,1.8,3.5,FALSE,"セーフハーバー内"
"ウォンツ 東城店",34.8939406,133.2760677,2000,4,0,1133,1133,0,0,3.2,3.2,FALSE,"セーフハーバー内"
"ウェルネス 江津店",35.0015821,132.2011914,2000,5,0,913,913,0,0,5.1,5.1,FALSE,"セーフハーバー内"
"ウェルネス 嘉久志店",35.0070694,132.2126219,2000,3,0,1047,1047,0,0,6.8,6.8,FALSE,"セーフハーバー内"
"ウェルネス 川本店",34.9637983,132.4726719,2000,2,1,2833,2939,106,7.3,7.3,14.5,FALSE,"セーフハーバー内"
"ウェルネス 大田中央店",35.1969706,132.5009577,2000,6,0,637,776,138,9.3,7.4,16.7,FALSE,"セーフハーバー内"
"ウェルネス 大田店",35.1986317,132.4904949,2000,6,0,742,907,165,10.2,8.1,18.3,FALSE,"セーフハーバー内"
"ウェルネス 大田薬局",35.1986649,132.4905841,2000,6,0,742,907,165,10.2,8.1,18.3,FALSE,"セーフハーバー内"
"ウェルネス薬局 大田中央店",35.1969706,132.5009577,2000,6,0,637,776,138,9.3,7.4,16.7,FALSE,"セーフハーバー内"
"ウェルネス 掛合店",35.2023432,132.814857,2000,2,0,3233,3233,0,0,7.8,7.8,FALSE,"セーフハーバー内"
"ウェルネス 横田店",35.1774139,133.0876905,2000,14,0,654,654,0,0,1.4,1.4,FALSE,"セーフハーバー内"
"ウェルネス 三刀屋中央店",35.2962189,132.88521230000003,2000,10,1,630,640,9,1.5,3.1,4.6,FALSE,"セーフハーバー内"
"ウェルネス 三刀屋店",35.30141,132.8918837,2000,9,1,675,686,11,1.7,3.3,5,FALSE,"セーフハーバー内"
"ウェルネス 神門店",35.3391625,132.7117437,2000,3,0,1041,1041,0,0,3.4,3.4,FALSE,"セーフハーバー内"
"ウェルネス 下古志店",35.3410368,132.73680819999998,2000,6,2,669,685,16,4,2,5.9,FALSE,"セーフハーバー内"
"ウェルネス 上塩冶店",35.3546694,132.76159579999998,2000,12,2,512,674,162,12.7,6.4,19.1,FALSE,"セーフハーバー内"
"ウェルネス薬局 医大北店",35.355686999999996,132.7582514,2000,13,2,486,632,146,12.1,6,18.1,FALSE,"セーフハーバー内"
"ウェルネス 大東店",35.32215,132.96246879999998,2000,6,0,1008,1008,0,0,5,5,FALSE,"セーフハーバー内"
"ウェルネス 大東薬局",35.32214,132.9624901,2000,6,0,1008,1008,0,0,5,5,FALSE,"セーフハーバー内"
"ウェルネス 出雲大社店",35.3876608,132.69501990000003,2000,10,0,677,677,0,0,3.2,3.2,FALSE,"セーフハーバー内"
"ウェルネス 出雲大社薬局",35.387636799999996,132.6948823,2000,10,0,677,677,0,0,3.2,3.2,FALSE,"セーフハーバー内"
"ウェルネス 出雲駅南店",35.358614599999996,132.7575439,2000,14,2,535,706,172,15.6,5.5,21.1,FALSE,"セーフハーバー内"
"ウェルネス 出雲駅北店",35.3607709,132.753573,2000,15,2,501,678,177,14.7,6,20.7,FALSE,"セーフハーバー内"
"ウェルネス 白枝店",35.366162599999996,132.7336656,2000,10,0,618,685,67,7.5,4.5,11.9,FALSE,"セーフハーバー内"
"ウェルネス 北本町店",35.36895,132.763612,2000,15,0,498,655,157,9.9,7.9,17.8,FALSE,"セーフハーバー内"
"ウェルネス 塩冶店",35.358408,132.746052,2000,15,2,513,694,182,14.8,6.1,21,FALSE,"セーフハーバー内"
"ウェルネス 出雲ドーム北店",35.3850963,132.7412103,2000,4,0,1464,1733,269,18.3,7.3,25.7,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"ウェルネス 大塚店",35.3787583,132.7509369,2000,10,0,952,1220,267,22.4,6,28.4,FALSE,"セーフハーバー内"
"ウェルネス 斐川店",35.3865215,132.8082121,2000,2,0,1024,1024,0,0,7.4,7.4,FALSE,"セーフハーバー内"
"ウェルネス 出雲中野店",35.3806064,132.7688499,2000,7,0,1002,1247,245,20.2,6.1,26.3,FALSE,"セーフハーバー内"
"ウェルネス 斐川薬局",35.3865336,132.80821749999998,2000,2,0,1024,1024,0,0,7.4,7.4,FALSE,"セーフハーバー内"
"ウェルネス 平田西店",35.4284916,132.8128788,2000,9,0,610,610,0,0,3.2,3.2,FALSE,"セーフハーバー内"
"ウェルネス 平田中ノ島店",35.4407196,132.8249655,2000,9,0,585,585,0,0,3.1,3.1,FALSE,"セーフハーバー内"
"ウェルネス宍道昭和店",35.4096682,132.9074133,2000,2,0,2135,2135,0,0,12.1,12.1,FALSE,"セーフハーバー内"
"ウェルネス 宍道店",35.4048762,132.9000447,2000,1,0,2583,2583,0,0,17.8,17.8,FALSE,"セーフハーバー内"
"ウェルネス 玉湯店",35.433628999999996,133.0131793,2000,4,0,1501,1501,0,0,3.8,3.8,FALSE,"セーフハーバー内"
"ウェルネス 乃白店",35.4358255,133.04954,2000,5,0,589,589,0,0,9.3,9.3,FALSE,"セーフハーバー内"
"ウェルネス 乃白薬局",35.435838,133.0495604,2000,5,0,589,589,0,0,9.3,9.3,FALSE,"セーフハーバー内"
"ウェルネス薬局 メディカルモール田和山店",35.4305732,133.05016369999998,2000,4,0,728,728,0,0,9.4,9.4,FALSE,"セーフハーバー内"
"ウェルネス 乃白南店",35.435007399999996,133.05310649999998,2000,6,0,565,709,144,8.5,8.5,16.9,FALSE,"セーフハーバー内"
"ウェルネス 橋南店",35.4565365,133.06716340000003,2000,9,0,577,716,139,7,9.9,16.9,FALSE,"セーフハーバー内"
"ウェルネス 東津田店",35.4574017,133.0841623,2000,4,0,1019,1019,0,0,15.5,15.5,FALSE,"セーフハーバー内"
"ウェルネス 上乃木店",35.4467131,133.06139969999998,2000,8,0,527,663,136,7,9.8,16.7,FALSE,"セーフハーバー内"
"ウェルネス 古志原店",35.4504495,133.0837991,2000,8,0,630,805,176,7.4,11.9,19.3,FALSE,"セーフハーバー内"
"ウェルネス 大庭店",35.4354294,133.0846829,2000,7,0,759,759,0,0,10.9,10.9,FALSE,"セーフハーバー内"
"ウェルネス 古志原5丁目店",35.44369040000001,133.0802002,2000,11,0,526,657,131,5.7,11.5,17.2,FALSE,"セーフハーバー内"
"ウェルネス 古志原５丁目店",35.4438161,133.079411,2000,13,0,468,571,104,5.1,10.2,15.3,FALSE,"セーフハーバー内"
"ウェルネス東津田店",35.4574363,133.0841864,2000,4,0,1019,1019,0,0,15.5,15.5,FALSE,"セーフハーバー内"
"ウェルネス 馬潟店",35.4442896,133.11325109999999,2000,1,0,2297,2297,0,0,8.7,8.7,FALSE,"セーフハーバー内"
"ウェルネス薬局 メディカルモール大庭店",35.4311144,133.0865193,2000,5,0,957,957,0,0,12,12,FALSE,"セーフハーバー内"
"ウェルネス 大庭薬局",35.4354221,133.0846837,2000,7,0,759,759,0,0,10.9,10.9,FALSE,"セーフハーバー内"
"ウェルネス イオン米子駅前店",35.422720999999996,133.332936,2000,5,0,781,974,193,11,8.8,19.8,FALSE,"セーフハーバー内"
"くすりのレデイ 愛南店",32.9594902,132.5717365,2000,11,0,591,611,20,7.1,1.4,8.5,FALSE,"セーフハーバー内"
"くすりのレデイ 宿毛店",32.928822,132.70772499999998,2000,10,0,674,725,51,8,3.2,11.2,FALSE,"セーフハーバー内"
"くすりのレデイ 宿毛長田店",32.935894999999995,132.719199,2000,8,0,720,787,67,9.1,3.7,12.8,FALSE,"セーフハーバー内"
"くすりのレデイ 中村店",32.989008,132.93861400000003,2000,15,0,382,431,49,9.1,2.7,11.8,FALSE,"セーフハーバー内"
"ツルハドラッグ 四万十店",32.9798036,132.9217691,2000,11,0,542,633,91,12.3,3.7,16,FALSE,"セーフハーバー内"
"くすりのレデイ 四万十店",32.98005,132.92036299999998,2000,8,0,573,649,76,7.9,4.8,12.7,FALSE,"セーフハーバー内"
"くすりのレデイ 寄松店",33.204022,132.55487399999998,2000,8,0,796,859,63,21.7,1.4,23.2,FALSE,"セーフハーバー内"
"くすりのレデイ宇和島新町店",33.2220382,132.5670591,2000,15,0,957,1105,148,27.2,2.7,29.9,FALSE,"セーフハーバー内"
"くすりのレデイ 宇和島中央店",33.221863899999995,132.56006349999998,2000,15,0,901,1040,139,26.4,2.6,29,FALSE,"セーフハーバー内"
"くすりのレデイ グラン北宇和島店",33.237269999999995,132.568285,2000,12,0,961,1144,183,24.7,3.7,28.4,FALSE,"セーフハーバー内"
"くすりのレデイ 鬼北店",33.251222999999996,132.681718,2000,2,0,1504,1992,488,24.7,9.9,34.6,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 広見店",33.256372999999996,132.672427,2000,2,0,1504,1992,488,24.7,9.9,34.6,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 吉田店",33.279388000000004,132.538432,2000,3,1,2344,2659,316,30.8,5.1,35.9,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 宇和インター店",33.358362,132.523538,2000,5,0,916,1106,190,12.6,7.5,20.1,FALSE,"セーフハーバー内"
"レデイ薬局 宇和インター店",33.358362,132.523538,2000,5,0,916,1106,190,12.6,7.5,20.1,FALSE,"セーフハーバー内"
"ツルハドラッグ 中土佐久礼店",33.3348508,133.22422889999999,2000,5,0,1484,1599,115,16.9,3.4,20.3,FALSE,"セーフハーバー内"
"くすりのレデイ れんげ店",33.384235,132.501868,2000,4,0,1049,1049,0,0,6.1,6.1,FALSE,"セーフハーバー内"
"レデイ薬局 れんげ店",33.384235,132.501868,2000,4,0,1049,1049,0,0,6.1,6.1,FALSE,"セーフハーバー内"
"くすりのレデイ 宇和店",33.361001,132.515454,2000,4,0,911,1136,225,13.7,8.2,21.9,FALSE,"セーフハーバー内"
"ツルハドラッグ 須崎西店",33.3886815,133.2792065,2000,7,0,947,998,52,11.4,2.3,13.6,FALSE,"セーフハーバー内"
"くすりのレデイ 松柏店",33.46095,132.440616,2000,12,0,426,471,44,10.5,2.1,12.6,FALSE,"セーフハーバー内"
"くすりのレデイ 北浜店",33.462157,132.420709,2000,12,0,441,487,46,10.7,2.1,12.9,FALSE,"セーフハーバー内"
"くすりのレデイ 西大洲店",33.504301,132.527698,2000,4,0,1112,1112,0,0,3.2,3.2,FALSE,"セーフハーバー内"
"ツルハドラッグ 佐川中央店",33.5015236,133.2958768,2000,6,0,927,984,57,12,2.4,14.4,FALSE,"セーフハーバー内"
"ツルハドラッグ 高岡東店",33.494715299999996,133.4378415,2000,12,0,493,493,0,0,1.2,1.2,FALSE,"セーフハーバー内"
"ツルハドラッグ 高知長浜店",33.4963652,133.5453533,2000,6,0,832,883,51,11.3,2.3,13.6,FALSE,"セーフハーバー内"
"くすりのレデイ 大洲店",33.517247999999995,132.548827,2000,10,0,517,571,54,6.7,4,10.8,FALSE,"セーフハーバー内"
"くすりのレデイ 東大洲店",33.5279125,132.5641745,2000,9,0,494,551,56,6.8,4.1,11,FALSE,"セーフハーバー内"
"レデイ薬局 とみす店",33.5164973,132.5559413,2000,10,0,483,533,50,6.5,3.9,10.4,FALSE,"セーフハーバー内"
"くすりのレデイ 内子店",33.548656,132.651152,2000,7,0,784,826,42,10.2,2,12.2,FALSE,"セーフハーバー内"
"ツルハドラッグ 佐川店",33.51124,133.276061,2000,4,0,1313,1313,0,0,3.5,3.5,FALSE,"セーフハーバー内"
"ツルハドラッグ 日高店",33.5339923,133.3686526,2000,1,0,3893,3893,0,0,11.8,11.8,FALSE,"セーフハーバー内"
"ツルハドラッグ いの店",33.550745,133.44244,2000,5,1,834,846,12,2.4,2.4,4.9,FALSE,"セーフハーバー内"
"ツルハドラッグ 高知西店",33.542110099999995,133.49957799999999,2000,13,0,411,451,40,10,2,12,FALSE,"セーフハーバー内"
"ツルハドラッグ 朝倉店",33.5438158,133.4858625,2000,12,0,404,429,25,5.5,2.2,7.8,FALSE,"セーフハーバー内"
"ツルハドラッグ 桟橋店",33.5514484,133.5459415,2000,12,0,374,432,58,9.8,2.9,12.7,FALSE,"セーフハーバー内"
"くすりのレデイ 葛島店",33.5582701,133.56549350000003,2000,11,0,469,515,46,6.2,3.7,9.9,FALSE,"セーフハーバー内"
"ツルハドラッグ 高知和泉店",33.5708615,133.53897849999998,2000,10,0,524,616,93,12.4,3.7,16.1,FALSE,"セーフハーバー内"
"ツルハドラッグ 高知比島店",33.5697949,133.5494132,2000,13,0,423,503,80,10,4,14,FALSE,"セーフハーバー内"
"くすりのレデイ 高知駅前店",33.56808,133.544823,2000,13,0,399,474,75,9.7,3.9,13.5,FALSE,"セーフハーバー内"
"ツルハドラッグ 南国中央店",33.5750926,133.6402937,2000,6,0,596,664,69,9.3,3.7,13,FALSE,"セーフハーバー内"
"ツルハドラッグ 南国岡豊店",33.5977076,133.6136238,2000,0,0,1133,1133,0,0,12.5,12.5,FALSE,"セーフハーバー内"
"ツルハドラッグ 南国店",33.5672013,133.6481958,2000,6,0,706,789,83,10.2,4.1,14.3,FALSE,"セーフハーバー内"
"くすりのレデイ 土佐山田店",33.602720999999995,133.686661,2000,7,0,616,648,32,8.9,1.8,10.7,FALSE,"セーフハーバー内"
"くすりのレデイ 野市店",33.560952,133.696634,2000,2,0,1372,1604,232,24.1,4.8,28.9,FALSE,"セーフハーバー内"
"レデイいよ米湊調剤薬局",33.7491079,132.70259199999998,2000,10,0,587,631,44,7.4,3,10.4,FALSE,"セーフハーバー内"
"くすりのレデイ 砥部宮内店",33.754954,132.78971099999998,2000,7,0,1072,1072,0,0,2.4,2.4,FALSE,"セーフハーバー内"
"くすりのレデイ フジ伊予店",33.756582699999996,132.7039969,2000,11,0,504,538,34,6.5,2.6,9.1,FALSE,"セーフハーバー内"
"くすりのレデイ 松前筒井店",33.78949,132.70598999999999,2000,11,0,1221,1386,166,28.8,2.9,31.7,FALSE,"セーフハーバー内"
"くすりのレデイ 松前店",33.79102290000001,132.7174066,2000,11,0,881,1001,120,21.2,2.8,24,FALSE,"セーフハーバー内"
"くすりのレデイ 椿店",33.808411,132.766598,2000,8,1,1819,2094,275,38,3.6,41.6,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 砥部店",33.785047999999996,132.785712,2000,6,0,1064,1262,198,22.2,4.4,26.7,FALSE,"セーフハーバー内"
"レデイ薬局森松店",33.795727,132.79601,2000,11,0,552,704,151,12.3,6.2,18.5,FALSE,"セーフハーバー内"
"レデイ薬局 椿店",33.808411,132.766598,2000,8,1,1819,2094,275,38,3.6,41.6,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 鷹子店",33.809062,132.81367000000003,2000,12,0,809,1145,336,19,8.9,27.8,FALSE,"セーフハーバー内"
"くすりのレデイ グラン重信店",33.796032,132.83551,2000,7,1,755,844,90,11.6,3.9,15.5,FALSE,"セーフハーバー内"
"レデイ薬局 鷹子店",33.809062,132.81367000000003,2000,12,0,809,1145,336,19,8.9,27.8,FALSE,"セーフハーバー内"
"レデイ薬局 グラン重信店",33.796126,132.835455,2000,7,1,755,844,90,11.6,3.9,15.5,FALSE,"セーフハーバー内"
"くすりのレデイ 志津川店",33.798015,132.87533,2000,8,1,653,750,97,16.3,3,19.3,FALSE,"セーフハーバー内"
"くすりのレデイ 見奈良店",33.791581799999996,132.8798682,2000,9,1,614,698,84,15.2,2.8,17.9,FALSE,"セーフハーバー内"
"くすりのレデイ 垣生店",33.809208,132.70318799999998,2000,6,3,1872,2198,326,38.3,4.3,42.6,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"レデイ薬局 垣生店",33.809208,132.70318799999998,2000,6,3,1872,2198,326,38.3,4.3,42.6,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 藤原店",33.833025,132.759784,2000,9,0,1886,2477,592,41.5,7.1,48.7,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 宮西店",33.845227,132.755271,2000,11,0,1070,1668,599,28.6,10.5,39,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 美沢店",33.850574,132.7478117,2000,9,0,1381,2065,683,32.7,10.5,43.1,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 竹原店",33.835041,132.75300099999998,2000,9,0,1466,2126,660,35.2,9.4,44.6,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 新空港通り店",33.837568,132.73975199999998,2000,6,0,1891,3041,1150,37.9,15.2,53.1,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 味酒店",33.8509437,132.7543042,2000,10,0,1348,2124,776,32.5,11.9,44.4,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 道後緑台店",33.852595,132.78004099999998,2000,7,0,929,1426,497,23.1,10.8,33.8,FALSE,"セーフハーバー内"
"くすりのレデイ 道後樋又店",33.853014,132.77236299999998,2000,12,0,1552,2156,604,36.4,8.3,44.7,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 束本店",33.836192000000004,132.78737500000003,2000,13,1,692,932,240,20.5,5.9,26.3,FALSE,"セーフハーバー内"
"くすりのレデイ平和通り店",33.8473562,132.7639321,2000,11,0,1366,2078,712,33.7,10.6,44.2,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 桑原店",33.832282,132.792415,2000,13,1,925,1201,276,24.1,5.7,29.8,FALSE,"セーフハーバー内"
"くすりのレデイ 久米店",33.8096203,132.8063822,2000,12,0,776,1133,357,18.3,9.8,28,FALSE,"セーフハーバー内"
"くすりのレデイ 平井店",33.811561999999995,132.822236,2000,12,1,732,934,202,14.9,6.8,21.7,FALSE,"セーフハーバー内"
"くすりのレデイ 道後石手店",33.843807,132.798054,2000,9,1,610,720,110,9.1,6.1,15.2,FALSE,"セーフハーバー内"
"くすりのレデイ 松末店",33.82700500000001,132.789561,2000,15,1,829,1102,273,21.9,6.3,28.1,FALSE,"セーフハーバー内"
"くすりのレデイ 南久米店",33.812309,132.7956184,2000,11,0,587,820,234,12.1,9.7,21.8,FALSE,"セーフハーバー内"
"くすりのレデイ 久米駅前店",33.817226,132.804235,2000,13,0,907,1364,457,22.5,10.1,32.7,FALSE,"セーフハーバー内"
"レデイ薬局南久米店",33.8123224,132.7956184,2000,11,0,587,820,234,12.1,9.7,21.8,FALSE,"セーフハーバー内"
"くすりのレデイ 問屋町店",33.8632509,132.7513459,2000,10,0,1547,1944,397,35.2,5.6,40.8,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
"くすりのレデイ 別府店",33.84827,132.722412,2000,8,0,1291,1702,412,27.8,7.4,35.2,TRUE,"セーフハーバー超過(スーパー有=競争維持余地)"
